model,temperature_dir,variant,baseline_variant,n_paired_questions,baseline_n_scored,variant_n_scored,baseline_n_missing,variant_n_missing,baseline_coverage,variant_coverage,coverage_delta,brier_delta,brier_delta_ci_low,brier_delta_ci_high,brier_p_permutation,brier_q_bh,brier_effect_dz,log_loss_delta,log_loss_delta_ci_low,log_loss_delta_ci_high,log_loss_p_permutation,log_loss_q_bh,log_loss_effect_dz,accuracy_delta,accuracy_delta_ci_low,accuracy_delta_ci_high,accuracy_p_permutation,accuracy_q_bh,accuracy_effect_dz
Qwen3-32B,temperature_075,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.011992654430379748,0.004973497500000001,0.0187857309335443,0.0007999200079992001,0.002450818747912443,0.08558818971873687,0.025621645619784535,0.009423866310252223,0.0418710145486179,0.0015998400159984002,0.005759424057594241,0.07744497992296803,-0.026582278481012658,-0.04177215189873418,-0.01139240506329114,0.0008999100089991,0.006170811490279543,-0.08599284745168263
Qwen3-32B,temperature_075,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,-0.00046748417721518626,-0.00742184533227848,0.0063007812500000026,0.8923107689231077,0.9244082785966008,-0.0033363661563871215,-0.002189471166023766,-0.01956523495893706,0.015142479395593066,0.7971202879712029,0.8967603239676033,-0.006285405363181229,0.012658227848101266,-0.0012658227848101266,0.026582278481012658,0.09569043095690431,0.17895353321810678,0.044158629543236176
Qwen3-32B,temperature_075,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.016631894936708864,0.009449411360759498,0.023791370363924053,9.999000099990002e-05,0.0004234870630584001,0.11397689333974328,0.03426514948452227,0.016998522090764405,0.05163898497673965,0.00019998000199980003,0.0010284685817132573,0.09859650090902465,-0.02088607594936709,-0.035443037974683546,-0.006962025316455696,0.004399560043995601,0.019056917837628,-0.07326834472736575
Qwen3-32B,temperature_075,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01755151518987342,0.010041035205696203,0.024943060537974685,9.999000099990002e-05,0.0004234870630584001,0.11542801333747338,0.03653787786966895,0.01877893750243072,0.053968464844832614,9.999000099990002e-05,0.0005999400059994001,0.10153425152897567,-0.020253164556962026,-0.035443037974683546,-0.005063291139240506,0.011898810118988102,0.037248449068136666,-0.0654169090057583
Qwen3-32B,temperature_075,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.02633594556962026,0.018430892768987347,0.03424194724683544,9.999000099990002e-05,0.0004234870630584001,0.16345239963454056,0.05306860539781797,0.03399602088193805,0.0721248177528896,9.999000099990002e-05,0.0005999400059994001,0.13718851217492156,-0.029746835443037974,-0.04430379746835443,-0.015189873417721518,0.00019998000199980003,0.002215163099074708,-0.09863970047892448
Qwen3-32B,temperature_075,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.007506503164556963,0.00041281922468354627,0.014550501582278481,0.0403959604039596,0.06925021783535931,0.05176384277665516,0.01456625547599547,-0.0022439353893642477,0.03160496113689003,0.09369063093690631,0.17988601139886012,0.04206613598187053,0.0037974683544303796,-0.010759493670886076,0.018354430379746836,0.6655334466553344,0.7920398042840344,0.012940532777661138
Qwen3-32B,temperature_125,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.012345676582278484,0.00428843400316456,0.02043969158227848,0.0031996800319968005,0.008227748653706058,0.07524278196525401,0.0250511698966518,0.005615445904850836,0.044370921174597414,0.012098790120987902,0.03056536451617996,0.06387376237489331,-0.004430379746835443,-0.021518987341772152,0.012658227848101266,0.654934506549345,0.7859214078592142,-0.012874999775845901
Qwen3-32B,temperature_125,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.014741230379746841,0.006805122341772153,0.022670282499999993,0.00039996000399960006,0.0013394009436265676,0.09260696130644064,0.030746725291657617,0.01201668079700703,0.04919230005413862,0.0014998500149985001,0.0056836421620995795,0.08084225406751819,-0.012658227848101266,-0.028481012658227847,0.0031645569620253164,0.131986801319868,0.2317816998787926,-0.03930768941880534
Qwen3-32B,temperature_125,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.014464916455696203,0.006266987500000002,0.022625593908227843,0.00039996000399960006,0.0013394009436265676,0.08798830226969498,0.02929228628582282,0.009541330640616127,0.049165043233456926,0.0034996500349965005,0.010955426196510784,0.07462525126291344,-0.00949367088607595,-0.026582278481012658,0.007594936708860759,0.30726927307269275,0.4469371244693713,-0.027746396486248926
Qwen3-32B,temperature_125,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0032589518987341816,-0.005262735933544302,0.011537890981012657,0.44125587441255876,0.5384817450458345,0.01908655305422098,0.0034923506620265403,-0.017388371723848706,0.02435024150061831,0.7464253574642535,0.875619755097661,0.00816305711468717,0.025949367088607594,0.00949367088607595,0.043037974683544304,0.0038996100389961006,0.01871812818718128,0.07687032411011328
Qwen3-32B,temperature_125,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01892743291139241,0.010395411898734181,0.02758137550632911,0.00019998000199980003,0.0007783005483235461,0.10897929728725966,0.04290187904591537,0.02180269419692183,0.063370890086364,9.999000099990002e-05,0.0005999400059994001,0.10276264512770568,-0.019620253164556962,-0.0379746835443038,-0.0018987341772151898,0.0367963203679632,0.0854624214997855,-0.05453357476078032
Qwen3-32B,temperature_125,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.01877358417721519,0.00997002509493671,0.02753988653481013,9.999000099990002e-05,0.0004234870630584001,0.10380786102194763,0.060454415689746875,0.024713810858446008,0.11072647922567057,9.999000099990002e-05,0.0005999400059994001,0.06845309875143495,0.002531645569620253,-0.014556962025316455,0.020253164556962026,0.8303169683031697,0.9197357187358187,0.007185833550365445
Qwen3-32B,temperature_125,variant7_uncertainty_language,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.026608065822784813,0.018170614335443043,0.0350565838607595,9.999000099990002e-05,0.0004234870630584001,0.1555632881222814,0.05314151628510264,0.032892811627404046,0.07350542528756795,9.999000099990002e-05,0.0005999400059994001,0.12872609230298587,-0.015822784810126583,-0.03291139240506329,0.0018987341772151898,0.08439156084391561,0.15989979949373484,-0.04578234582874569
Qwen3-32B,temperature_125,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.015737559493670887,0.0072996900316455735,0.02441517689873417,0.0007999200079992001,0.002450818747912443,0.09106791226774415,0.032603838428142205,0.01240166910873728,0.053232045478854906,0.0015998400159984002,0.005759424057594241,0.07932935941962983,-0.0012658227848101266,-0.018354430379746836,0.015822784810126583,0.936906309369063,0.9847774346652924,-0.0037081564573911725
Qwen3-32B,temperature_175,variant1_predicted_event,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.022811765031645566,0.013925217076740505,0.03181239784414557,9.999000099990002e-05,0.0004234870630584001,0.12528200857232377,0.055555463259092545,-0.0044604813318960415,0.11368016359485816,0.0380961903809619,0.08187837932624648,0.04691513302305791,-0.02911392405063291,-0.05,-0.008860759493670886,0.006999300069993001,0.024934091956657998,-0.07165623435057382
Qwen3-32B,temperature_175,variant2_key_attribute,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.018744180221518986,0.00950762574367089,0.028191986855221514,9.999000099990002e-05,0.0004234870630584001,0.09870717270694943,0.06216250340871582,0.025550854402753807,0.11266295399127538,0.00019998000199980003,0.0010284685817132573,0.0689270993891759,-0.018354430379746836,-0.03860759493670886,0.0012658227848101266,0.07479252074792521,0.14958504149585042,-0.045542369148486486
Qwen3-32B,temperature_175,variant3_reasoning_type,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.0163251840443038,0.007208629051265827,0.025482947205221516,0.0004999500049995,0.001636200016362,0.08833721089298029,0.015427982750975703,-0.03616637488364282,0.05118514091347965,0.6402359764023597,0.7926591956188997,0.017366857832960162,-0.02341772151898734,-0.043037974683544304,-0.0037974683544303796,0.022497750224977502,0.056836421620995795,-0.0586030726966328
Qwen3-32B,temperature_175,variant4_credibility,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.006375553006329115,-0.002278049778481011,0.015061408132911394,0.14308569143085692,0.20400336204003364,0.036305738705734565,-0.006735552653872348,-0.058314869773125624,0.028720037314457013,0.8966103389661034,0.946905309469053,-0.007510501337490695,0.007594936708860759,-0.01139240506329114,0.025949367088607594,0.47295270472952705,0.6027007918677159,0.01999100459471167
Qwen3-32B,temperature_175,variant5_key_conditions,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.015494977056962027,0.006053312792721522,0.02484224126977849,0.0011998800119988001,0.0034556544345565442,0.0810030772033378,0.034480736948862875,-0.02795453012444809,0.09470640569032167,0.3424657534246575,0.5136986301369862,0.02832657106135491,-0.02088607594936709,-0.04177215189873418,-0.0006329113924050633,0.049795020497950204,0.11031512233392045,-0.05085733061843587
Qwen3-32B,temperature_175,variant6_step_by_step_reasoning,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.026936926424050635,0.017617747037183544,0.0363845558346519,9.999000099990002e-05,0.0004234870630584001,0.1417790357680044,0.04198806096515767,-0.008813099608341955,0.07911605259283004,0.027497250274972504,0.06186881311868814,0.04636084975158239,-0.03354430379746835,-0.05379746835443038,-0.013291139240506329,0.0006999300069993001,0.005599440055994401,-0.08247168090406175
Qwen3-32B,temperature_175,variant7_uncertainty_language,variant0_neutral_baseline,1571,1580,1571,0,9,1.0,0.9943037974683544,-0.0056962025316456,0.023796966740929345,0.01479447622931254,0.032804400608688736,9.999000099990002e-05,0.0004234870630584001,0.1300519843883851,0.0291318072683466,-0.024292954134167294,0.06652727311162376,0.2211778822117788,0.36192744361927437,0.03119818608152182,-0.015276893698281349,-0.03437301082113304,0.004455760661998727,0.13688631136886312,0.23748950406164204,-0.03878077737139954
Qwen3-32B,temperature_175,variant8_temporal_anchors,variant0_neutral_baseline,1580,1580,1580,0,0,1.0,1.0,0.0,0.019639853639240507,0.010027601234177216,0.029347919113924044,9.999000099990002e-05,0.0004234870630584001,0.10039608861152123,0.06710305613187255,0.02981735271506742,0.11944274596374303,9.999000099990002e-05,0.0005999400059994001,0.0743809568288532,-0.02531645569620253,-0.046202531645569624,-0.0037974683544303796,0.021597840215978402,0.05553730341251589,-0.06001372605129774
Qwen3-32B,temperature_200,variant1_predicted_event,variant0_neutral_baseline,1576,1577,1579,3,1,0.9981012658227848,0.9993670886075949,0.0012658227848101333,0.015860755761611077,0.005609166944692966,0.02616052170628562,0.001999800019998,0.005433418922258717,0.07607942411828063,-0.02406345399936748,-0.10298875724709121,0.03784951336325423,0.5292470752924707,0.6804605253760337,-0.016579014954106356,-0.023477157360406092,-0.044416243654822336,-0.0025380710659898475,0.0326967303269673,0.07980218927259816,-0.05527467735858174
Qwen3-32B,temperature_200,variant2_key_attribute,variant0_neutral_baseline,1577,1577,1580,3,0,0.9981012658227848,1.0,0.0018987341772152,0.018169855769808514,0.008148268699254724,0.028249387473384048,0.00029997000299970003,0.001053553181267239,0.08852551781510082,0.0022040047611616926,-0.08649461570842037,0.08345996861676727,0.946905309469053,0.946905309469053,0.0012731364088584452,-0.03868103994927077,-0.05960684844641725,-0.018389346861128725,0.00029997000299970003,0.0026997300269973002,-0.09070004547494641
Qwen3-32B,temperature_200,variant3_reasoning_type,variant0_neutral_baseline,1577,1577,1580,3,0,0.9981012658227848,1.0,0.0018987341772152,0.009090609384908053,-0.000673961794546608,0.01872784318325935,0.06919308069193081,0.1132250411322504,0.04636584330376794,-0.020770872680054356,-0.10762945678830446,0.058298285068941524,0.6343365663433657,0.7926591956188997,-0.012401609823114433,-0.032339885859226376,-0.05326569435637286,-0.012048192771084338,0.0030996900309969004,0.016531680165316802,-0.07793833856455
Qwen3-32B,temperature_200,variant4_credibility,variant0_neutral_baseline,1573,1577,1575,3,5,0.9981012658227848,0.9968354430379747,-0.0012658227848101333,0.0015688081691036262,-0.007915867593769863,0.011260658653846154,0.7533246675332467,0.819527069849406,0.007875148019877907,-0.05752359024834346,-0.13949999787775794,0.006380692060757294,0.16108389161083891,0.272895063434833,-0.03864645749183468,0.006993006993006993,-0.013986013986013986,0.027972027972027972,0.5469453054694531,0.6789665861000107,0.016483751058679906
Qwen3-32B,temperature_200,variant5_key_conditions,variant0_neutral_baseline,1577,1577,1580,3,0,0.9981012658227848,1.0,0.0018987341772152,0.022123313253012054,0.01153599221623336,0.03255088105580215,9.999000099990002e-05,0.0004234870630584001,0.10488635658124852,0.010915390984690836,-0.07950151676463878,0.09283304133312793,0.7649235076492351,0.8811918808119189,0.006361562812462901,-0.04375396322130628,-0.0653138871274572,-0.02219403931515536,0.00029997000299970003,0.0026997300269973002,-0.09962590993706866
Qwen3-32B,temperature_200,variant6_step_by_step_reasoning,variant0_neutral_baseline,1576,1577,1578,3,2,0.9981012658227848,0.9987341772151899,0.0006329113924050667,0.02631947638324873,0.01590321268892766,0.036851398308217,9.999000099990002e-05,0.0004234870630584001,0.12451754009336677,0.03839489658830946,-0.05953592790007225,0.1328510760145555,0.42445755424457554,0.6029044154408089,0.02005271135045684,-0.038705583756345176,-0.060279187817258884,-0.01649746192893401,0.0007999200079992001,0.005759424057594241,-0.08859134009073079
Qwen3-32B,temperature_200,variant7_uncertainty_language,variant0_neutral_baseline,1555,1577,1558,3,22,0.9981012658227848,0.9860759493670886,-0.012025316455696156,0.02146108874598071,0.011193352556270101,0.03197515165594855,0.00019998000199980003,0.0007783005483235461,0.10350409381475831,0.0030616280014972973,-0.06553170867565804,0.05681053539902713,0.9043095690430957,0.946905309469053,0.002427468427577697,-0.023794212218649517,-0.04565916398713826,-0.0019292604501607716,0.0342965703429657,0.08231176882311768,-0.054880300255771584
Qwen3-32B,temperature_200,variant8_temporal_anchors,variant0_neutral_baseline,1573,1577,1576,3,4,0.9981012658227848,0.9974683544303797,-0.0006329113924050667,0.012020469079720283,0.0014411760908073796,0.022908861820775585,0.028197180281971802,0.051397391906378986,0.055275687390291484,0.005564582802120233,-0.09149189377693107,0.09707400200974295,0.935006499350065,0.946905309469053,0.0029412214708980475,-0.008900190718372537,-0.029879211697393517,0.012714558169103624,0.45255474452554745,0.592435301924353,-0.02058467285267826
